"first","second"
"124.9755 , 61.9905 , 78.999","78.999 , 72.981 , 108.987"
"124.9755 , 61.9905 , 78.999","38.9895 , 29.988 , 110.976"
"124.9755 , 61.9905 , 78.999","23.9955 , 22.9755 , 57.987"
"124.9755 , 61.9905 , 78.999","134.997 , 162.996 , 201.9855"
"124.9755 , 61.9905 , 78.999","66.9885 , 122.9865 , 196.9875"
"124.9755 , 61.9905 , 78.999","95.982 , 122.9865 , 167.994"
"124.9755 , 61.9905 , 78.999","12.9795 , 79.9935 , 162.996"
"124.9755 , 61.9905 , 78.999","63.9795 , 89.9895 , 122.9865"
"124.9755 , 61.9905 , 78.999","2.9835 , 44.982 , 136.986"
"124.9755 , 61.9905 , 78.999","3.978 , 32.997 , 64.9995"
"124.9755 , 61.9905 , 78.999","115.9995 , 183.9825 , 195.993"
"124.9755 , 61.9905 , 78.999","51 , 148.9965 , 183.9825"
"124.9755 , 61.9905 , 78.999","88.995 , 145.9875 , 162.996"
"124.9755 , 61.9905 , 78.999","2.9835 , 82.977 , 154.989"
"124.9755 , 61.9905 , 78.999","47.991 , 40.9785 , 116.994"
"124.9755 , 61.9905 , 78.999","3.978 , 64.9995 , 111.996"
"124.9755 , 61.9905 , 78.999","9.996 , 56.9925 , 76.9845"
"124.9755 , 61.9905 , 78.999","141.984 , 207.978 , 193.9785"
"124.9755 , 61.9905 , 78.999","65.994 , 167.994 , 154.989"
"124.9755 , 61.9905 , 78.999","104.9835 , 168.9885 , 153"
"124.9755 , 61.9905 , 78.999","8.976 , 110.976 , 121.992"
"124.9755 , 61.9905 , 78.999","54.978 , 116.994 , 103.989"
"124.9755 , 61.9905 , 78.999","3.978 , 78.999 , 73.9755"
"124.9755 , 61.9905 , 78.999","10.9905 , 59.976 , 56.9925"
"124.9755 , 61.9905 , 78.999","163.9905 , 226.9755 , 172.992"
"124.9755 , 61.9905 , 78.999","95.982 , 193.9785 , 110.976"
"124.9755 , 61.9905 , 78.999","131.988 , 179.979 , 127.9845"
"124.9755 , 61.9905 , 78.999","64.9995 , 161.976 , 68.9775"
"124.9755 , 61.9905 , 78.999","72.981 , 127.9845 , 85.986"
"124.9755 , 61.9905 , 78.999","32.997 , 116.994 , 39.984"
"124.9755 , 61.9905 , 78.999","22.9755 , 61.9905 , 31.977"
"124.9755 , 61.9905 , 78.999","216.9795 , 226.9755 , 106.998"
"124.9755 , 61.9905 , 78.999","197.982 , 221.9775 , 36.975"
"124.9755 , 61.9905 , 78.999","174.981 , 190.995 , 90.984"
"124.9755 , 61.9905 , 78.999","170.9775 , 201.9855 , 1.989"
"124.9755 , 61.9905 , 78.999","132.9825 , 147.9765 , 42.993"
"124.9755 , 61.9905 , 78.999","117.9885 , 142.9785 , 0.9945"
"124.9755 , 61.9905 , 78.999","68.9775 , 85.986 , 7.9815"
"124.9755 , 61.9905 , 78.999","251.991 , 236.997 , 119.9775"
"124.9755 , 61.9905 , 78.999","252.9855 , 221.9775 , 42.993"
"124.9755 , 61.9905 , 78.999","211.9815 , 190.995 , 81.9825"
"124.9755 , 61.9905 , 78.999","244.9785 , 208.998 , 0.9945"
"124.9755 , 61.9905 , 78.999","175.9755 , 151.98 , 45.9765"
"124.9755 , 61.9905 , 78.999","170.9775 , 143.9985 , 2.9835"
"124.9755 , 61.9905 , 78.999","104.9835 , 90.984 , 20.9865"
"124.9755 , 61.9905 , 78.999","250.9965 , 200.991 , 141.984"
"124.9755 , 61.9905 , 78.999","251.991 , 166.9995 , 40.9785"
"124.9755 , 61.9905 , 78.999","228.99 , 154.989 , 91.9785"
"124.9755 , 61.9905 , 78.999","255 , 143.9985 , 0"
"124.9755 , 61.9905 , 78.999","174.981 , 120.9975 , 60.996"
"124.9755 , 61.9905 , 78.999","172.992 , 100.98 , 1.989"
"124.9755 , 61.9905 , 78.999","118.983 , 69.9975 , 11.985"
"124.9755 , 61.9905 , 78.999","250.9965 , 175.9755 , 153"
"124.9755 , 61.9905 , 78.999","251.991 , 112.9905 , 46.9965"
"124.9755 , 61.9905 , 78.999","230.979 , 126.99 , 114.9795"
"124.9755 , 61.9905 , 78.999","232.9935 , 52.989 , 6.987"
"124.9755 , 61.9905 , 78.999","162.996 , 87.975 , 57.987"
"124.9755 , 61.9905 , 78.999","165.9795 , 26.979 , 1.989"
"124.9755 , 61.9905 , 78.999","120.9975 , 41.9985 , 24.99"
"124.9755 , 61.9905 , 78.999","246.993 , 153.9945 , 161.976"
"124.9755 , 61.9905 , 78.999","226.9755 , 97.9965 , 100.98"
"124.9755 , 61.9905 , 78.999","210.987 , 121.992 , 125.9955"
"124.9755 , 61.9905 , 78.999","218.994 , 11.985 , 39.984"
"124.9755 , 61.9905 , 78.999","150.9855 , 72.981 , 75.99"
"124.9755 , 61.9905 , 78.999","155.9835 , 8.976 , 26.979"
"124.9755 , 61.9905 , 78.999","89.9895 , 29.988 , 31.977"
"124.9755 , 61.9905 , 78.999","1.989 , 3.978 , 0.9945"
"124.9755 , 61.9905 , 78.999","41.9985 , 48.9855 , 40.9785"
"124.9755 , 61.9905 , 78.999","89.9895 , 95.982 , 81.9825"
"124.9755 , 61.9905 , 78.999","93.993 , 99.9855 , 85.986"
"124.9755 , 61.9905 , 78.999","126.99 , 130.9935 , 116.994"
"124.9755 , 61.9905 , 78.999","157.998 , 161.976 , 147.9765"
"124.9755 , 61.9905 , 78.999","180.999 , 186.9915 , 172.992"
"124.9755 , 61.9905 , 78.999","216.9795 , 218.994 , 205.989"
"124.9755 , 61.9905 , 78.999","246.993 , 247.9875 , 241.995"
"125.9955 , 11.985 , 69.9975","125.9955 , 11.985 , 69.9975"
"125.9955 , 11.985 , 69.9975","82.977 , 37.995 , 60.996"
"125.9955 , 11.985 , 69.9975","178.9845 , 138.975 , 183.9825"
"125.9955 , 11.985 , 69.9975","143.9985 , 90.984 , 168.9885"
"125.9955 , 11.985 , 69.9975","139.995 , 95.982 , 146.982"
"125.9955 , 11.985 , 69.9975","100.98 , 43.9875 , 124.9755"
"125.9955 , 11.985 , 69.9975","93.993 , 66.9885 , 99.9855"
"125.9955 , 11.985 , 69.9975","67.983 , 15.9885 , 89.9895"
"125.9955 , 11.985 , 69.9975","51.9945 , 31.977 , 59.976"
"125.9955 , 11.985 , 69.9975","151.98 , 150.9855 , 192.984"
"125.9955 , 11.985 , 69.9975","113.985 , 113.985 , 201.9855"
"125.9955 , 11.985 , 69.9975","113.985 , 107.9925 , 146.982"
"125.9955 , 11.985 , 69.9975","57.987 , 49.98 , 158.9925"
"125.9955 , 11.985 , 69.9975","78.999 , 72.981 , 108.987"
"125.9955 , 11.985 , 69.9975","38.9895 , 29.988 , 110.976"
"125.9955 , 11.985 , 69.9975","23.9955 , 22.9755 , 57.987"
"125.9955 , 11.985 , 69.9975","134.997 , 162.996 , 201.9855"
"125.9955 , 11.985 , 69.9975","66.9885 , 122.9865 , 196.9875"
"125.9955 , 11.985 , 69.9975","95.982 , 122.9865 , 167.994"
"125.9955 , 11.985 , 69.9975","12.9795 , 79.9935 , 162.996"
"125.9955 , 11.985 , 69.9975","63.9795 , 89.9895 , 122.9865"
"125.9955 , 11.985 , 69.9975","2.9835 , 44.982 , 136.986"
"125.9955 , 11.985 , 69.9975","3.978 , 32.997 , 64.9995"
"125.9955 , 11.985 , 69.9975","115.9995 , 183.9825 , 195.993"
"125.9955 , 11.985 , 69.9975","51 , 148.9965 , 183.9825"
"125.9955 , 11.985 , 69.9975","88.995 , 145.9875 , 162.996"
"125.9955 , 11.985 , 69.9975","2.9835 , 82.977 , 154.989"
"125.9955 , 11.985 , 69.9975","47.991 , 40.9785 , 116.994"
"125.9955 , 11.985 , 69.9975","3.978 , 64.9995 , 111.996"
"125.9955 , 11.985 , 69.9975","9.996 , 56.9925 , 76.9845"
"125.9955 , 11.985 , 69.9975","141.984 , 207.978 , 193.9785"
"125.9955 , 11.985 , 69.9975","65.994 , 167.994 , 154.989"
"125.9955 , 11.985 , 69.9975","104.9835 , 168.9885 , 153"
"125.9955 , 11.985 , 69.9975","8.976 , 110.976 , 121.992"
"125.9955 , 11.985 , 69.9975","54.978 , 116.994 , 103.989"
"125.9955 , 11.985 , 69.9975","3.978 , 78.999 , 73.9755"
"125.9955 , 11.985 , 69.9975","10.9905 , 59.976 , 56.9925"
"125.9955 , 11.985 , 69.9975","163.9905 , 226.9755 , 172.992"
"125.9955 , 11.985 , 69.9975","95.982 , 193.9785 , 110.976"
"125.9955 , 11.985 , 69.9975","131.988 , 179.979 , 127.9845"
"125.9955 , 11.985 , 69.9975","64.9995 , 161.976 , 68.9775"
"125.9955 , 11.985 , 69.9975","72.981 , 127.9845 , 85.986"
"125.9955 , 11.985 , 69.9975","32.997 , 116.994 , 39.984"
"125.9955 , 11.985 , 69.9975","22.9755 , 61.9905 , 31.977"
"125.9955 , 11.985 , 69.9975","216.9795 , 226.9755 , 106.998"
"125.9955 , 11.985 , 69.9975","197.982 , 221.9775 , 36.975"
"125.9955 , 11.985 , 69.9975","174.981 , 190.995 , 90.984"
"125.9955 , 11.985 , 69.9975","170.9775 , 201.9855 , 1.989"
"125.9955 , 11.985 , 69.9975","132.9825 , 147.9765 , 42.993"
"125.9955 , 11.985 , 69.9975","117.9885 , 142.9785 , 0.9945"
"125.9955 , 11.985 , 69.9975","68.9775 , 85.986 , 7.9815"
"125.9955 , 11.985 , 69.9975","251.991 , 236.997 , 119.9775"
"125.9955 , 11.985 , 69.9975","252.9855 , 221.9775 , 42.993"
"125.9955 , 11.985 , 69.9975","211.9815 , 190.995 , 81.9825"
"125.9955 , 11.985 , 69.9975","244.9785 , 208.998 , 0.9945"
"125.9955 , 11.985 , 69.9975","175.9755 , 151.98 , 45.9765"
"125.9955 , 11.985 , 69.9975","170.9775 , 143.9985 , 2.9835"
"125.9955 , 11.985 , 69.9975","104.9835 , 90.984 , 20.9865"
"125.9955 , 11.985 , 69.9975","250.9965 , 200.991 , 141.984"
"125.9955 , 11.985 , 69.9975","251.991 , 166.9995 , 40.9785"
"125.9955 , 11.985 , 69.9975","228.99 , 154.989 , 91.9785"
"125.9955 , 11.985 , 69.9975","255 , 143.9985 , 0"
"125.9955 , 11.985 , 69.9975","174.981 , 120.9975 , 60.996"
"125.9955 , 11.985 , 69.9975","172.992 , 100.98 , 1.989"
"125.9955 , 11.985 , 69.9975","118.983 , 69.9975 , 11.985"
"125.9955 , 11.985 , 69.9975","250.9965 , 175.9755 , 153"
"125.9955 , 11.985 , 69.9975","251.991 , 112.9905 , 46.9965"
"125.9955 , 11.985 , 69.9975","230.979 , 126.99 , 114.9795"
"125.9955 , 11.985 , 69.9975","232.9935 , 52.989 , 6.987"
"125.9955 , 11.985 , 69.9975","162.996 , 87.975 , 57.987"
"125.9955 , 11.985 , 69.9975","165.9795 , 26.979 , 1.989"
"125.9955 , 11.985 , 69.9975","120.9975 , 41.9985 , 24.99"
"125.9955 , 11.985 , 69.9975","246.993 , 153.9945 , 161.976"
"125.9955 , 11.985 , 69.9975","226.9755 , 97.9965 , 100.98"
"125.9955 , 11.985 , 69.9975","210.987 , 121.992 , 125.9955"
"125.9955 , 11.985 , 69.9975","218.994 , 11.985 , 39.984"
"125.9955 , 11.985 , 69.9975","150.9855 , 72.981 , 75.99"
"125.9955 , 11.985 , 69.9975","155.9835 , 8.976 , 26.979"
"125.9955 , 11.985 , 69.9975","89.9895 , 29.988 , 31.977"
"125.9955 , 11.985 , 69.9975","1.989 , 3.978 , 0.9945"
"125.9955 , 11.985 , 69.9975","41.9985 , 48.9855 , 40.9785"
"125.9955 , 11.985 , 69.9975","89.9895 , 95.982 , 81.9825"
"125.9955 , 11.985 , 69.9975","93.993 , 99.9855 , 85.986"
"125.9955 , 11.985 , 69.9975","126.99 , 130.9935 , 116.994"
"125.9955 , 11.985 , 69.9975","157.998 , 161.976 , 147.9765"
"125.9955 , 11.985 , 69.9975","180.999 , 186.9915 , 172.992"
"125.9955 , 11.985 , 69.9975","216.9795 , 218.994 , 205.989"
"125.9955 , 11.985 , 69.9975","246.993 , 247.9875 , 241.995"
"82.977 , 37.995 , 60.996","82.977 , 37.995 , 60.996"
"82.977 , 37.995 , 60.996","178.9845 , 138.975 , 183.9825"
"82.977 , 37.995 , 60.996","143.9985 , 90.984 , 168.9885"
"82.977 , 37.995 , 60.996","139.995 , 95.982 , 146.982"
"82.977 , 37.995 , 60.996","100.98 , 43.9875 , 124.9755"
"82.977 , 37.995 , 60.996","93.993 , 66.9885 , 99.9855"
"82.977 , 37.995 , 60.996","67.983 , 15.9885 , 89.9895"
"82.977 , 37.995 , 60.996","51.9945 , 31.977 , 59.976"
"82.977 , 37.995 , 60.996","151.98 , 150.9855 , 192.984"
"82.977 , 37.995 , 60.996","113.985 , 113.985 , 201.9855"
"82.977 , 37.995 , 60.996","113.985 , 107.9925 , 146.982"
"82.977 , 37.995 , 60.996","57.987 , 49.98 , 158.9925"
"82.977 , 37.995 , 60.996","78.999 , 72.981 , 108.987"
"82.977 , 37.995 , 60.996","38.9895 , 29.988 , 110.976"
"82.977 , 37.995 , 60.996","23.9955 , 22.9755 , 57.987"
"82.977 , 37.995 , 60.996","134.997 , 162.996 , 201.9855"
"82.977 , 37.995 , 60.996","66.9885 , 122.9865 , 196.9875"
"82.977 , 37.995 , 60.996","95.982 , 122.9865 , 167.994"
"82.977 , 37.995 , 60.996","12.9795 , 79.9935 , 162.996"
"82.977 , 37.995 , 60.996","63.9795 , 89.9895 , 122.9865"
"82.977 , 37.995 , 60.996","2.9835 , 44.982 , 136.986"
"82.977 , 37.995 , 60.996","3.978 , 32.997 , 64.9995"
"82.977 , 37.995 , 60.996","115.9995 , 183.9825 , 195.993"
"82.977 , 37.995 , 60.996","51 , 148.9965 , 183.9825"
"82.977 , 37.995 , 60.996","88.995 , 145.9875 , 162.996"
"82.977 , 37.995 , 60.996","2.9835 , 82.977 , 154.989"
"82.977 , 37.995 , 60.996","47.991 , 40.9785 , 116.994"
"82.977 , 37.995 , 60.996","3.978 , 64.9995 , 111.996"
"82.977 , 37.995 , 60.996","9.996 , 56.9925 , 76.9845"
"82.977 , 37.995 , 60.996","141.984 , 207.978 , 193.9785"
"82.977 , 37.995 , 60.996","65.994 , 167.994 , 154.989"
"82.977 , 37.995 , 60.996","104.9835 , 168.9885 , 153"
"82.977 , 37.995 , 60.996","8.976 , 110.976 , 121.992"
"82.977 , 37.995 , 60.996","54.978 , 116.994 , 103.989"
"82.977 , 37.995 , 60.996","3.978 , 78.999 , 73.9755"
"82.977 , 37.995 , 60.996","10.9905 , 59.976 , 56.9925"
"82.977 , 37.995 , 60.996","163.9905 , 226.9755 , 172.992"
"82.977 , 37.995 , 60.996","95.982 , 193.9785 , 110.976"
"82.977 , 37.995 , 60.996","131.988 , 179.979 , 127.9845"
"82.977 , 37.995 , 60.996","64.9995 , 161.976 , 68.9775"
"82.977 , 37.995 , 60.996","72.981 , 127.9845 , 85.986"
"82.977 , 37.995 , 60.996","32.997 , 116.994 , 39.984"
"82.977 , 37.995 , 60.996","22.9755 , 61.9905 , 31.977"
"82.977 , 37.995 , 60.996","216.9795 , 226.9755 , 106.998"
"82.977 , 37.995 , 60.996","197.982 , 221.9775 , 36.975"
"82.977 , 37.995 , 60.996","174.981 , 190.995 , 90.984"
"82.977 , 37.995 , 60.996","170.9775 , 201.9855 , 1.989"
"82.977 , 37.995 , 60.996","132.9825 , 147.9765 , 42.993"
"82.977 , 37.995 , 60.996","117.9885 , 142.9785 , 0.9945"
"82.977 , 37.995 , 60.996","68.9775 , 85.986 , 7.9815"
"82.977 , 37.995 , 60.996","251.991 , 236.997 , 119.9775"
"82.977 , 37.995 , 60.996","252.9855 , 221.9775 , 42.993"
"82.977 , 37.995 , 60.996","211.9815 , 190.995 , 81.9825"
"82.977 , 37.995 , 60.996","244.9785 , 208.998 , 0.9945"
"82.977 , 37.995 , 60.996","175.9755 , 151.98 , 45.9765"
"82.977 , 37.995 , 60.996","170.9775 , 143.9985 , 2.9835"
"82.977 , 37.995 , 60.996","104.9835 , 90.984 , 20.9865"
"82.977 , 37.995 , 60.996","250.9965 , 200.991 , 141.984"
"82.977 , 37.995 , 60.996","251.991 , 166.9995 , 40.9785"
"82.977 , 37.995 , 60.996","228.99 , 154.989 , 91.9785"
"82.977 , 37.995 , 60.996","255 , 143.9985 , 0"
"82.977 , 37.995 , 60.996","174.981 , 120.9975 , 60.996"
"82.977 , 37.995 , 60.996","172.992 , 100.98 , 1.989"
"82.977 , 37.995 , 60.996","118.983 , 69.9975 , 11.985"
"82.977 , 37.995 , 60.996","250.9965 , 175.9755 , 153"
"82.977 , 37.995 , 60.996","251.991 , 112.9905 , 46.9965"
"82.977 , 37.995 , 60.996","230.979 , 126.99 , 114.9795"
"82.977 , 37.995 , 60.996","232.9935 , 52.989 , 6.987"
"82.977 , 37.995 , 60.996","162.996 , 87.975 , 57.987"
"82.977 , 37.995 , 60.996","165.9795 , 26.979 , 1.989"
"82.977 , 37.995 , 60.996","120.9975 , 41.9985 , 24.99"
"82.977 , 37.995 , 60.996","246.993 , 153.9945 , 161.976"
"82.977 , 37.995 , 60.996","226.9755 , 97.9965 , 100.98"
"82.977 , 37.995 , 60.996","210.987 , 121.992 , 125.9955"
"82.977 , 37.995 , 60.996","218.994 , 11.985 , 39.984"
"82.977 , 37.995 , 60.996","150.9855 , 72.981 , 75.99"
"82.977 , 37.995 , 60.996","155.9835 , 8.976 , 26.979"
"82.977 , 37.995 , 60.996","89.9895 , 29.988 , 31.977"
"82.977 , 37.995 , 60.996","1.989 , 3.978 , 0.9945"
"82.977 , 37.995 , 60.996","41.9985 , 48.9855 , 40.9785"
"82.977 , 37.995 , 60.996","89.9895 , 95.982 , 81.9825"
"82.977 , 37.995 , 60.996","93.993 , 99.9855 , 85.986"
"82.977 , 37.995 , 60.996","126.99 , 130.9935 , 116.994"
"82.977 , 37.995 , 60.996","157.998 , 161.976 , 147.9765"
"82.977 , 37.995 , 60.996","180.999 , 186.9915 , 172.992"
"82.977 , 37.995 , 60.996","216.9795 , 218.994 , 205.989"
"82.977 , 37.995 , 60.996","246.993 , 247.9875 , 241.995"
"178.9845 , 138.975 , 183.9825","178.9845 , 138.975 , 183.9825"
"178.9845 , 138.975 , 183.9825","143.9985 , 90.984 , 168.9885"
"178.9845 , 138.975 , 183.9825","139.995 , 95.982 , 146.982"
"178.9845 , 138.975 , 183.9825","100.98 , 43.9875 , 124.9755"
"178.9845 , 138.975 , 183.9825","93.993 , 66.9885 , 99.9855"
"178.9845 , 138.975 , 183.9825","67.983 , 15.9885 , 89.9895"
"178.9845 , 138.975 , 183.9825","51.9945 , 31.977 , 59.976"
"178.9845 , 138.975 , 183.9825","151.98 , 150.9855 , 192.984"
"178.9845 , 138.975 , 183.9825","113.985 , 113.985 , 201.9855"
"178.9845 , 138.975 , 183.9825","113.985 , 107.9925 , 146.982"
"178.9845 , 138.975 , 183.9825","57.987 , 49.98 , 158.9925"
"178.9845 , 138.975 , 183.9825","78.999 , 72.981 , 108.987"
"178.9845 , 138.975 , 183.9825","38.9895 , 29.988 , 110.976"
"178.9845 , 138.975 , 183.9825","23.9955 , 22.9755 , 57.987"
"178.9845 , 138.975 , 183.9825","134.997 , 162.996 , 201.9855"
"178.9845 , 138.975 , 183.9825","66.9885 , 122.9865 , 196.9875"
"178.9845 , 138.975 , 183.9825","95.982 , 122.9865 , 167.994"
"178.9845 , 138.975 , 183.9825","12.9795 , 79.9935 , 162.996"
"178.9845 , 138.975 , 183.9825","63.9795 , 89.9895 , 122.9865"
"178.9845 , 138.975 , 183.9825","2.9835 , 44.982 , 136.986"
"178.9845 , 138.975 , 183.9825","3.978 , 32.997 , 64.9995"
"178.9845 , 138.975 , 183.9825","115.9995 , 183.9825 , 195.993"
"178.9845 , 138.975 , 183.9825","51 , 148.9965 , 183.9825"
"178.9845 , 138.975 , 183.9825","88.995 , 145.9875 , 162.996"
"178.9845 , 138.975 , 183.9825","2.9835 , 82.977 , 154.989"
"178.9845 , 138.975 , 183.9825","47.991 , 40.9785 , 116.994"
"178.9845 , 138.975 , 183.9825","3.978 , 64.9995 , 111.996"
"178.9845 , 138.975 , 183.9825","9.996 , 56.9925 , 76.9845"
"178.9845 , 138.975 , 183.9825","141.984 , 207.978 , 193.9785"
"178.9845 , 138.975 , 183.9825","65.994 , 167.994 , 154.989"
"178.9845 , 138.975 , 183.9825","104.9835 , 168.9885 , 153"
"178.9845 , 138.975 , 183.9825","8.976 , 110.976 , 121.992"
"178.9845 , 138.975 , 183.9825","54.978 , 116.994 , 103.989"
"178.9845 , 138.975 , 183.9825","3.978 , 78.999 , 73.9755"
"178.9845 , 138.975 , 183.9825","10.9905 , 59.976 , 56.9925"
"178.9845 , 138.975 , 183.9825","163.9905 , 226.9755 , 172.992"
"178.9845 , 138.975 , 183.9825","95.982 , 193.9785 , 110.976"
"178.9845 , 138.975 , 183.9825","131.988 , 179.979 , 127.9845"
"178.9845 , 138.975 , 183.9825","64.9995 , 161.976 , 68.9775"
"178.9845 , 138.975 , 183.9825","72.981 , 127.9845 , 85.986"
"178.9845 , 138.975 , 183.9825","32.997 , 116.994 , 39.984"
"178.9845 , 138.975 , 183.9825","22.9755 , 61.9905 , 31.977"
"178.9845 , 138.975 , 183.9825","216.9795 , 226.9755 , 106.998"
"178.9845 , 138.975 , 183.9825","197.982 , 221.9775 , 36.975"
"178.9845 , 138.975 , 183.9825","174.981 , 190.995 , 90.984"
"178.9845 , 138.975 , 183.9825","170.9775 , 201.9855 , 1.989"
"178.9845 , 138.975 , 183.9825","132.9825 , 147.9765 , 42.993"
"178.9845 , 138.975 , 183.9825","117.9885 , 142.9785 , 0.9945"
"178.9845 , 138.975 , 183.9825","68.9775 , 85.986 , 7.9815"
"178.9845 , 138.975 , 183.9825","251.991 , 236.997 , 119.9775"
"178.9845 , 138.975 , 183.9825","252.9855 , 221.9775 , 42.993"
"178.9845 , 138.975 , 183.9825","211.9815 , 190.995 , 81.9825"
"178.9845 , 138.975 , 183.9825","244.9785 , 208.998 , 0.9945"
"178.9845 , 138.975 , 183.9825","175.9755 , 151.98 , 45.9765"
"178.9845 , 138.975 , 183.9825","170.9775 , 143.9985 , 2.9835"
"178.9845 , 138.975 , 183.9825","104.9835 , 90.984 , 20.9865"
"178.9845 , 138.975 , 183.9825","250.9965 , 200.991 , 141.984"
"178.9845 , 138.975 , 183.9825","251.991 , 166.9995 , 40.9785"
"178.9845 , 138.975 , 183.9825","228.99 , 154.989 , 91.9785"
"178.9845 , 138.975 , 183.9825","255 , 143.9985 , 0"
"178.9845 , 138.975 , 183.9825","174.981 , 120.9975 , 60.996"
"178.9845 , 138.975 , 183.9825","172.992 , 100.98 , 1.989"
"178.9845 , 138.975 , 183.9825","118.983 , 69.9975 , 11.985"
"178.9845 , 138.975 , 183.9825","250.9965 , 175.9755 , 153"
"178.9845 , 138.975 , 183.9825","251.991 , 112.9905 , 46.9965"
"178.9845 , 138.975 , 183.9825","230.979 , 126.99 , 114.9795"
"178.9845 , 138.975 , 183.9825","232.9935 , 52.989 , 6.987"
"178.9845 , 138.975 , 183.9825","162.996 , 87.975 , 57.987"
"178.9845 , 138.975 , 183.9825","165.9795 , 26.979 , 1.989"
"178.9845 , 138.975 , 183.9825","120.9975 , 41.9985 , 24.99"
"178.9845 , 138.975 , 183.9825","246.993 , 153.9945 , 161.976"
"178.9845 , 138.975 , 183.9825","226.9755 , 97.9965 , 100.98"
"178.9845 , 138.975 , 183.9825","210.987 , 121.992 , 125.9955"
"178.9845 , 138.975 , 183.9825","218.994 , 11.985 , 39.984"
"178.9845 , 138.975 , 183.9825","150.9855 , 72.981 , 75.99"
"178.9845 , 138.975 , 183.9825","155.9835 , 8.976 , 26.979"
"178.9845 , 138.975 , 183.9825","89.9895 , 29.988 , 31.977"
"178.9845 , 138.975 , 183.9825","1.989 , 3.978 , 0.9945"
"178.9845 , 138.975 , 183.9825","41.9985 , 48.9855 , 40.9785"
"178.9845 , 138.975 , 183.9825","89.9895 , 95.982 , 81.9825"
"178.9845 , 138.975 , 183.9825","93.993 , 99.9855 , 85.986"
"178.9845 , 138.975 , 183.9825","126.99 , 130.9935 , 116.994"
"178.9845 , 138.975 , 183.9825","157.998 , 161.976 , 147.9765"
"178.9845 , 138.975 , 183.9825","180.999 , 186.9915 , 172.992"
"178.9845 , 138.975 , 183.9825","216.9795 , 218.994 , 205.989"
"178.9845 , 138.975 , 183.9825","246.993 , 247.9875 , 241.995"
"143.9985 , 90.984 , 168.9885","143.9985 , 90.984 , 168.9885"
"143.9985 , 90.984 , 168.9885","139.995 , 95.982 , 146.982"
"143.9985 , 90.984 , 168.9885","100.98 , 43.9875 , 124.9755"
"143.9985 , 90.984 , 168.9885","93.993 , 66.9885 , 99.9855"
"143.9985 , 90.984 , 168.9885","67.983 , 15.9885 , 89.9895"
"143.9985 , 90.984 , 168.9885","51.9945 , 31.977 , 59.976"
"143.9985 , 90.984 , 168.9885","151.98 , 150.9855 , 192.984"
"143.9985 , 90.984 , 168.9885","113.985 , 113.985 , 201.9855"
"143.9985 , 90.984 , 168.9885","113.985 , 107.9925 , 146.982"
"143.9985 , 90.984 , 168.9885","57.987 , 49.98 , 158.9925"
"143.9985 , 90.984 , 168.9885","78.999 , 72.981 , 108.987"
"143.9985 , 90.984 , 168.9885","38.9895 , 29.988 , 110.976"
"143.9985 , 90.984 , 168.9885","23.9955 , 22.9755 , 57.987"
"143.9985 , 90.984 , 168.9885","134.997 , 162.996 , 201.9855"
"143.9985 , 90.984 , 168.9885","66.9885 , 122.9865 , 196.9875"
"143.9985 , 90.984 , 168.9885","95.982 , 122.9865 , 167.994"
"143.9985 , 90.984 , 168.9885","12.9795 , 79.9935 , 162.996"
"143.9985 , 90.984 , 168.9885","63.9795 , 89.9895 , 122.9865"
"143.9985 , 90.984 , 168.9885","2.9835 , 44.982 , 136.986"
"143.9985 , 90.984 , 168.9885","3.978 , 32.997 , 64.9995"
"143.9985 , 90.984 , 168.9885","115.9995 , 183.9825 , 195.993"
"143.9985 , 90.984 , 168.9885","51 , 148.9965 , 183.9825"
"143.9985 , 90.984 , 168.9885","88.995 , 145.9875 , 162.996"
"143.9985 , 90.984 , 168.9885","2.9835 , 82.977 , 154.989"
"143.9985 , 90.984 , 168.9885","47.991 , 40.9785 , 116.994"
"143.9985 , 90.984 , 168.9885","3.978 , 64.9995 , 111.996"
"143.9985 , 90.984 , 168.9885","9.996 , 56.9925 , 76.9845"
"143.9985 , 90.984 , 168.9885","141.984 , 207.978 , 193.9785"
"143.9985 , 90.984 , 168.9885","65.994 , 167.994 , 154.989"
"143.9985 , 90.984 , 168.9885","104.9835 , 168.9885 , 153"
"143.9985 , 90.984 , 168.9885","8.976 , 110.976 , 121.992"
"143.9985 , 90.984 , 168.9885","54.978 , 116.994 , 103.989"
"143.9985 , 90.984 , 168.9885","3.978 , 78.999 , 73.9755"
"143.9985 , 90.984 , 168.9885","10.9905 , 59.976 , 56.9925"
"143.9985 , 90.984 , 168.9885","163.9905 , 226.9755 , 172.992"
"143.9985 , 90.984 , 168.9885","95.982 , 193.9785 , 110.976"
"143.9985 , 90.984 , 168.9885","131.988 , 179.979 , 127.9845"
"143.9985 , 90.984 , 168.9885","64.9995 , 161.976 , 68.9775"
"143.9985 , 90.984 , 168.9885","72.981 , 127.9845 , 85.986"
"143.9985 , 90.984 , 168.9885","32.997 , 116.994 , 39.984"
